"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"median_ensemble","DAX","1 day",2024-02-14,-1.65973953231804,-0.453222382128695,0.0710755600207313,0.596177336081189,1.74678580922041,0.595485864437961,0.1127612698378,0.524354123283328,0.52441030441723,0.000345735821613846,0.0575649972391225,0.243887286119819,0.52441030441723,TRUE,TRUE,FALSE
"homersimpson","DAX","1 day",2024-02-14,-1.713291,-0.36552268,0.089948185,0.5035927,1.5128611,0.595485864437961,0.115438843221898,0.480504272218981,0.505537679437961,0.137839746656942,0.045868761778102,0.257037860662777,0.505537679437961,FALSE,TRUE,FALSE
"StannisBaratheon","DAX","1 day",2024-02-14,-1.83404505421075,-0.471082377797851,0.0578683372952869,0.586819052388424,1.94978172880132,0.595485864437961,0.121476545932436,0.533284121117906,0.537617527142674,0.0130002180743058,0.067714793218168,0.254618641097098,0.537617527142674,FALSE,TRUE,FALSE
"BrienneVonTarth","DAX","1 day",2024-02-14,-1.99807993423168,-0.471167780915212,0.0649228850966364,0.607115318227597,1.81698386604876,0.595485864437961,0.129678289933482,0.533326822676586,0.530562979341325,0.00581472689481777,0.0610749000805398,0.25209154378535,0.530562979341325,TRUE,TRUE,FALSE
"CharlesBoyle","DAX","1 day",2024-02-14,-0.876711383322277,-0.294617916226691,-0.0325419324075149,0.452508423205433,1.11825259509451,0.595485864437961,0.0736098623880119,0.445051890332326,0.628027796845476,0.214466161848792,0.0261383365328274,0.277458809589487,0.628027796845476,FALSE,TRUE,FALSE
"Phoebe","DAX","1 day",2024-02-14,-1.439615,-0.503225,0.084146,0.637513,1.611555,0.595485864437961,0.101755043221898,0.549355432218981,0.511339864437961,0.0210135677810194,0.050803456778102,0.246853472887592,0.511339864437961,TRUE,TRUE,FALSE
"JakePeralta","DAX","1 day",2024-02-14,-1.47698350399151,-0.435362386459539,0.0159488158731236,0.487516830664549,1.45669606018301,0.595485864437961,0.103623468421474,0.51542412544875,0.579537048564838,0.161953550660118,0.0430605097872524,0.280719740576486,0.579537048564838,FALSE,TRUE,FALSE
"TormundGiantsbane","DAX","1 day",2024-02-14,-1.79604363265421,-0.400097593786743,0.0957922704972405,0.605535619773954,1.80311666768967,0.595485864437961,0.119576474854609,0.497791729112352,0.499693593940721,0.00502487766799636,0.0603815401625855,0.236493643147653,0.499693593940721,TRUE,TRUE,FALSE
"mean_ensemble","DAX","1 day",2024-02-14,-1.69281044837962,-0.424113097658123,0.0570830006943278,0.564487964326682,1.77366627769858,0.595485864437961,0.114414815640879,0.509799481048042,0.538402863743633,0.0464968501669188,0.058909020663031,0.253604606252501,0.538402863743633,FALSE,TRUE,FALSE
"DAX_benchmark","DAX","1 day",2024-02-14,-2.65974005599472,-0.500982026535413,0.0772282349448261,0.710654083141593,2.71977200360272,0.595485864437961,0.162761296021634,0.548233945486687,0.518257629493135,0.0575841093518159,0.106214306958238,0.278610257462302,0.518257629493135,TRUE,TRUE,FALSE
