"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"mean_ensemble","DAX","1 day",2024-01-17,-1.98136328354474,-0.449070672985282,0.171106938743039,0.791651656352534,2.0660567953413,0.822211339225198,0.140178731138497,0.63564100610524,0.651104400482159,0.0458395243089966,0.0621922728058051,0.30699118696814,0.651104400482159,FALSE,TRUE,FALSE
"median_ensemble","DAX","1 day",2024-01-17,-1.91716277599335,-0.431689478165363,0.0546800654669796,0.539060627946072,1.79973801854658,0.822211339225198,0.136968705760927,0.626950408695281,0.767531273758219,0.42472606691869,0.0488763339660691,0.401010557819837,0.767531273758219,FALSE,TRUE,FALSE
"BrienneVonTarth","DAX","1 day",2024-01-17,-1.94370962627085,-0.331705591618308,0.0186957963908714,0.492038592277256,1.80370997178302,0.822211339225198,0.138296048274802,0.576958465421753,0.803515542834327,0.495259120421914,0.0490749316278913,0.412620821716137,0.803515542834327,FALSE,TRUE,FALSE
"CharlesBoyle","DAX","1 day",2024-01-17,-1.00430271638551,-0.223813431520181,-0.0103686028331217,0.278247869223858,0.826141789177543,0.822211339225198,0.0913257027805356,0.52301238537269,0.83257994205832,0.815945205002011,0.000196522497617247,0.452611951542235,0.83257994205832,FALSE,TRUE,FALSE
"DaenerysTargaryen","DAX","1 day",2024-01-17,-2.525,-0.602,1.627,3.602,5.732,0.822211339225198,0.16736056696126,0.712105669612599,0.804788660774802,1.3898943303874,0.24548943303874,0.66392773215496,0.804788660774802,TRUE,TRUE,FALSE
"Phoebe","DAX","1 day",2024-01-17,-1.608418,-0.521125,0.083733,0.613394,1.471672,0.822211339225198,0.12153146696126,0.671668169612599,0.738478339225198,0.313226008837798,0.0324730330387401,0.375475403535119,0.738478339225198,FALSE,TRUE,FALSE
"JakePeralta","DAX","1 day",2024-01-17,-1.55863484081422,-0.423302203974128,0.0185050004634313,0.505234292671484,1.54789674909492,0.822211339225198,0.119042309001971,0.622756771599663,0.803706338761767,0.475465569830571,0.0362842704934859,0.411451051937492,0.803706338761767,FALSE,TRUE,FALSE
"TormundGiantsbane","DAX","1 day",2024-01-17,-1.6977838765028,-0.416847207720564,0.0378360897507163,0.539060627946072,1.6313448290896,0.822211339225198,0.1259997607864,0.619529273472881,0.784375249474482,0.42472606691869,0.0404566744932201,0.399017405029135,0.784375249474482,FALSE,TRUE,FALSE
"TyrionLannister","DAX","1 day",2024-01-17,-1.13623252395207,-0.351924398324366,-0.103419778832947,0.235818613346073,0.846125883383837,0.822211339225198,0.0979221931588634,0.587067868774782,0.925631118058145,0.879589088818689,0.00119572720793191,0.498281199203682,0.925631118058145,FALSE,TRUE,FALSE
"DAX_benchmark","DAX","1 day",2024-01-17,-3.32126527152158,-0.543724181724903,0.0650187049224371,0.710654083141593,2.71977200360272,0.822211339225198,0.207173830537339,0.682967760475051,0.757192634302761,0.167335884125408,0.0948780332188764,0.381909628531887,0.757192634302761,FALSE,TRUE,FALSE
