"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"BrienneVonTarth","DAX","1 day",2024-01-10,-3.05552133039545,-0.566572783629777,0.0719232224564061,0.741838750761924,2.64539647375111,-0.859179928062304,0.109817070116657,0.43891071664879,0.93110315051871,0.800509339412114,0.175228820090671,0.491113819357388,0.93110315051871,FALSE,TRUE,FALSE
"mean_ensemble","DAX","1 day",2024-01-10,-2.25545578454275,-0.441446401317159,0.207975407164399,0.853745271187277,2.37488467527992,-0.859179928062304,0.0698137928240223,0.626600290117717,1.0671553352267,0.85646259962479,0.161703230167111,0.556347049592069,1.0671553352267,FALSE,TRUE,FALSE
"DAX_benchmark","DAX","1 day",2024-01-10,-3.32126527152158,-0.538265958707562,0.0686313077538969,0.71565263188873,2.71977200360272,-0.859179928062304,0.123104267172964,0.481370954032112,0.927811235816201,0.787416279975517,0.178947596583252,0.499730066716009,0.927811235816201,FALSE,TRUE,FALSE
"Rachel","DAX","1 day",2024-01-10,-2.1928727729817,-0.389264177442883,0.0516841019449388,0.58092694947221,1.98281058925477,-0.859179928062304,0.0666846422459697,0.70487362592913,0.910864030007242,0.720053438767257,0.142099525865854,0.508915052563091,0.910864030007242,FALSE,TRUE,FALSE
"JonSnow","DAX","1 day",2024-01-10,-3.32126527152158,-0.538265958707562,0.0686313077538969,0.71565263188873,2.71977200360272,-0.859179928062304,0.123104267172964,0.481370954032112,0.927811235816201,0.787416279975517,0.178947596583252,0.499730066716009,0.927811235816201,FALSE,TRUE,FALSE
"CharlesBoyle","DAX","1 day",2024-01-10,-0.819362246258062,-0.14957351493492,0.0749310125146784,0.432574011440856,1.09064131095422,-0.859179928062304,0.0776444795182716,1.06440961969108,0.934110940576982,0.64587696975158,0.0974910619508263,0.563906614297747,0.934110940576982,FALSE,FALSE,FALSE
"median_ensemble","DAX","1 day",2024-01-10,-2.1928727729817,-0.4739031,0.0686313077538969,0.6320969,1.98281058925477,-0.859179928062304,0.0666846422459698,0.577915242093455,0.927811235816201,0.745638414031152,0.142099525865854,0.492029812010526,0.927811235816201,FALSE,TRUE,FALSE
"homersimpson","DAX","1 day",2024-01-10,-3.32126527152158,-0.538265958707562,0.0686313077538969,0.71565263188873,2.71977200360272,-0.859179928062304,0.123104267172964,0.481370954032112,0.927811235816201,0.787416279975517,0.178947596583252,0.499730066716009,0.927811235816201,FALSE,TRUE,FALSE
"MasterYoda","DAX","1 day",2023-12-20,-1.362,-0.3132,0.0899,0.4988,1.873,-0.859179928062304,0.0251410035968848,0.818969892093455,0.949079928062304,0.678989964031152,0.136608996403115,0.521757956837382,0.949079928062304,FALSE,TRUE,FALSE
"DaenerysTargaryen","DAX","1 day",2024-01-10,-2.623,-0.562,1.622,3.352,5.749,-0.859179928062304,0.0881910035968848,0.445769892093455,2.4811799280623,2.10558996403115,0.330408996403115,1.09022795683738,2.4811799280623,FALSE,TRUE,FALSE
